Date,Open,High,Low,Close,Volume,Close + 1,Close + 2,Close + 3,Close + 4,Close + 5,Close + 6,Close + 7,Close + 8,Close + 9,Close + 10,Close + 11,Close + 12,Close + 13,Close + 14,Close + 15,Close + 16,Close + 17,Close + 18,Close + 19,Close + 20,Close + 21,Close + 22,Close + 23,Close + 24,Close + 25,Close + 26,Close + 27,Close + 28,Close + 29,Close + 30,Close + 31,Close + 32,Close + 33,Close + 34,Close + 35,Close + 36,Close + 37,MA_13,MA_21,RSI_3,%K,%D
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,435.7909851074219,402.1520080566406,398.8210144042969,408.9039916992188,394.7959899902344,424.4400024414063,457.3340148925781,383.16522921048676,368.50557309105284,0.0,0.0,1.2135583433319372
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,435.7909851074219,402.1520080566406,398.8210144042969,408.9039916992188,394.7959899902344,424.4400024414063,380.7592280461238,369.3820016043527,0.0,0.0,0.0
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,435.7909851074219,402.1520080566406,398.8210144042969,408.9039916992188,394.7959899902344,378.0123056265024,371.01028733026413,40.00758873647538,20.712278210290446,6.904092736763482
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000,354.7040100097656,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,435.7909851074219,402.1520080566406,398.8210144042969,408.9039916992188,374.3291532076322,372.1012398856027,36.75703818844461,51.30109081351032,24.00445634126692
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880,352.989013671875,354.7040100097656,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,435.7909851074219,402.1520080566406,398.8210144042969,371.4710763784555,373.1217636835007,87.55175049009293,93.43516877805733,55.14951260061937
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700,357.6180114746094,352.989013671875,354.7040100097656,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,435.7909851074219,402.1520080566406,367.85838435246393,372.29562087286087,16.31594742599721,0.0,48.245419863855886
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900,335.59100341796875,357.6180114746094,352.989013671875,354.7040100097656,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,435.7909851074219,364.9004610501803,371.35652523949034,39.43631835619565,44.10035731059698,45.84517536288478
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400,345.30499267578125,335.59100341796875,357.6180114746094,352.989013671875,354.7040100097656,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,423.2049865722656,360.8142324594351,370.24981108165923,25.08455876558388,12.393925581305133,18.831427630634042
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,16677200,338.3210144042969,345.30499267578125,335.59100341796875,357.6180114746094,352.989013671875,354.7040100097656,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,411.5740051269531,355.9067711463341,368.5093340192522,33.187539815184564,0.0,18.831427630634042
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,8603620,325.7489929199219,338.3210144042969,345.30499267578125,335.59100341796875,357.6180114746094,352.989013671875,354.7040100097656,347.27099609375,358.3450012207031,358.4169921875,383.1579895019531,386.4750061035156,382.8450012207031,389.5459899902344,391.4419860839844,383.7579956054688,382.5559997558594,394.7730102539063,400.8699951171875,390.41400146484375,378.5490112304688,362.2990112304688,361.56201171875,365.0260009765625,352.94000244140625,336.18701171875,330.0790100097656,320.510009765625,328.8659973144531,359.5119934082031,375.0719909667969,383.614990234375,386.9440002441406,375.4670104980469,377.1809997558594,399.5199890136719,404.4249877929688,351.52577092097357,366.0018572126116,0.7259522507463316,0.731260855384817,4.375062145563322
