Date,Open,High,Low,Volume,Close + 7,Close + 8,Close + 9,Close + 10,Close + 11,Close + 12,Close + 13,Close + 14,Close + 15,Close + 16,Close + 17,Close + 18,Close + 19,Close + 20,Close + 21,Close + 22,Close + 23,Close + 24,Close + 25,Close + 26,Close + 27,Close + 28,Close + 29,Close + 30,Close + 31,Close + 32,Close + 33,Close + 34,Close + 35,Close + 36,Close + 37,MA_13,MA_21,RSI_3,%K,%D,value,value_classification,Close + 6,Close + 5,Close + 4,Close + 3,Close + 2,Close + 1,Close
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,6122189824,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,13405.7998046875,14973.2998046875,14595.400390625,15170.099609375,16477.599609375,17527.0,17429.5,8605.047701322115,9618.04868861607,43.71200304269966,45.59283194028309,78.42601515855739,31,1,6955.27001953125,7754.0,7621.2998046875,8265.58984375,8736.98046875,8621.900390625,8129.97021484375
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,6256439808,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,13405.7998046875,14973.2998046875,14595.400390625,15170.099609375,16477.599609375,17527.0,8514.299278846154,9522.58058965774,56.75364938492183,100.0,78.42601515855739,42,1,7754.0,7621.2998046875,8265.58984375,8736.98046875,8621.900390625,8129.97021484375,8926.5703125
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,5696719872,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,13405.7998046875,14973.2998046875,14595.400390625,15170.099609375,16477.599609375,8389.469275841346,9414.481026785714,49.270443115884696,58.792279444440695,68.1283704615746,35,1,7621.2998046875,8265.58984375,8736.98046875,8621.900390625,8129.97021484375,8926.5703125,8598.3095703125
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,7909819904,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,13405.7998046875,14973.2998046875,14595.400390625,15170.099609375,8414.399263822115,9325.682431175595,83.75896481090521,100.0,86.26409314814691,55,4,8265.58984375,8736.98046875,8621.900390625,8129.97021484375,8926.5703125,8598.3095703125,9494.6298828125
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,9062540288,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,13405.7998046875,14973.2998046875,14595.400390625,8517.1416015625,9273.634812127975,82.68987941483029,100.0,86.26409314814691,71,4,8736.98046875,8621.900390625,8129.97021484375,8926.5703125,8598.3095703125,9494.6298828125,10166.400390625
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,7296159744,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,13405.7998046875,14973.2998046875,8598.602388822115,9228.991954985118,100.0,100.0,100.0,67,4,8621.900390625,8129.97021484375,8926.5703125,8598.3095703125,9494.6298828125,10166.400390625,10233.900390625
2018-02-17,10207.5,11139.5,10149.400390625,8660880384,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,13405.7998046875,8816.732421875,9213.37290736607,100.0,100.0,100.0,74,4,8129.97021484375,8926.5703125,8598.3095703125,9494.6298828125,10166.400390625,10233.900390625,11112.7001953125
2018-02-18,11123.400390625,11349.7998046875,10326.0,8744009728,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,13980.599609375,9093.388559194713,9154.587193080357,62.78527614517036,65.33522762936175,88.44507587645393,63,4,8926.5703125,8598.3095703125,9494.6298828125,10166.400390625,10233.900390625,11112.7001953125,10551.7998046875
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,7652089856,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,14360.2001953125,9360.41162109375,9151.201450892857,73.4572998871953,100.0,88.44507587645393,67,4,8598.3095703125,9494.6298828125,10166.400390625,10233.900390625,11112.7001953125,10551.7998046875,11225.2998046875
2018-02-20,11231.7998046875,11958.5,11231.7998046875,9926540288,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,13772.0,9651.365497295674,9212.982421875,60.29869192677444,100.0,88.44507587645393,74,4,9494.6298828125,10166.400390625,10233.900390625,11112.7001953125,10551.7998046875,11225.2998046875,11403.7001953125
2018-02-21,11372.2001953125,11418.5,10479.099609375,9405339648,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,13819.7998046875,9837.889385516826,9235.330078125,54.42756736015573,16.26957652124272,72.08985884041425,54,3,10166.400390625,10233.900390625,11112.7001953125,10551.7998046875,11225.2998046875,11403.7001953125,10690.400390625
2018-02-22,10660.400390625,11039.099609375,9939.08984375,8040079872,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,11490.5,9935.429349459137,9275.06626674107,11.311922157390526,0.0,38.75652550708092,44,1,10233.900390625,11112.7001953125,10551.7998046875,11225.2998046875,11403.7001953125,10690.400390625,10005.0
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,7739500032,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,11188.599609375,10064.598520132213,9345.082914806548,17.471066998948416,21.169626655328013,12.479734392190252,39,1,11112.7001953125,10551.7998046875,11225.2998046875,11403.7001953125,10690.400390625,10005.0,10301.099609375
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,6917929984,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,11474.900390625,10194.06775841346,9375.471493675595,20.14928249505914,0.0,7.05654221844268,31,1,10551.7998046875,11225.2998046875,11403.7001953125,10690.400390625,10005.0,10301.099609375,9813.0703125
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,5706939904,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,11607.400390625,10250.84930889423,9441.553431919643,31.75437347096083,0.0,7.05654221844268,33,1,11225.2998046875,11403.7001953125,10690.400390625,10005.0,10301.099609375,9813.0703125,9664.73046875
2018-02-26,9669.4296875,10475.0,9501.73046875,7287690240,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,12899.2001953125,10386.879356971154,9604.002487909229,52.450821221211285,100.0,33.33333333333334,37,1,11403.7001953125,10690.400390625,10005.0,10301.099609375,9813.0703125,9664.73046875,10366.7001953125
2018-02-27,10393.900390625,10878.5,10246.099609375,6966179840,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,11600.099609375,10481.5693359375,9745.507231212798,87.73248911753066,100.0,66.66666666666667,44,1,10690.400390625,10005.0,10301.099609375,9813.0703125,9664.73046875,10366.7001953125,10725.599609375
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,6936189952,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10931.400390625,10499.377028245191,9877.726306733632,76.40020986093197,69.11030718105916,89.70343572701972,41,1,10005.0,10301.099609375,9813.0703125,9664.73046875,10366.7001953125,10725.599609375,10397.900390625
2018-03-01,10385.0,11052.2998046875,10352.7001953125,7317279744,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10868.400390625,10554.538536658654,10005.602980840771,73.56621090534412,100.0,89.70343572701972,38,1,10301.099609375,9813.0703125,9664.73046875,10366.7001953125,10725.599609375,10397.900390625,10951.0
2018-03-02,10977.400390625,11189.0,10850.099609375,7620590080,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,11359.400390625,10552.515474759615,10117.48011997768,67.75246303051736,100.0,89.70343572701972,47,3,9813.0703125,9664.73046875,10366.7001953125,10725.599609375,10397.900390625,10951.0,11086.400390625
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,6690570240,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,11259.400390625,10624.661658653846,10254.042015438989,100.0,100.0,100.0,56,4,9664.73046875,10366.7001953125,10725.599609375,10397.900390625,10951.0,11086.400390625,11489.7001953125
2018-03-04,11497.400390625,11512.599609375,11136.099609375,6084149760,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,11171.400390625,10646.761643629809,10415.11960565476,100.0,100.0,100.0,44,1,10366.7001953125,10725.599609375,10397.900390625,10951.0,11086.400390625,11489.7001953125,11512.599609375
2018-03-05,11532.400390625,11704.099609375,11443.900390625,6468539904,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,11440.7001953125,10659.807767427885,10541.154343377975,100.0,100.0,100.0,55,4,10725.599609375,10397.900390625,10951.0,11086.400390625,11489.7001953125,11512.599609375,11573.2998046875
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,6832169984,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,11786.2998046875,10666.6923828125,10645.039620535714,9.532463222971614,0.0,66.66666666666667,59,4,10397.900390625,10951.0,11086.400390625,11489.7001953125,11512.599609375,11573.2998046875,10779.900390625
2018-03-07,10803.900390625,10929.5,9692.1201171875,8797910016,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,11296.400390625,10663.659329927885,10667.46535528274,3.638163224214395,0.0,33.33333333333334,37,1,10951.0,11086.400390625,11489.7001953125,11512.599609375,11573.2998046875,10779.900390625,9965.5703125
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,7186089984,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10106.2998046875,10593.960111177885,10630.732468377975,0.0,0.0,0.0,39,1,11086.400390625,11489.7001953125,11512.599609375,11573.2998046875,10779.900390625,9965.5703125,9395.009765625
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,8704190464,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10221.099609375,10557.381610576924,10588.049107142857,0.0,0.0,0.0,37,1,11489.7001953125,11512.599609375,11573.2998046875,10779.900390625,9965.5703125,9395.009765625,9337.5498046875
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,5386319872,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,9170.5400390625,10495.94080528846,10481.063383556548,0.0,0.0,0.0,39,1,11512.599609375,11573.2998046875,10779.900390625,9965.5703125,9395.009765625,9337.5498046875,8866.0
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,6296370176,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,8621.900390625,8736.98046875,8265.58984375,7621.2998046875,7754.0,6955.27001953125,8277.009765625,9174.91015625,8830.75,10435.32001201923,10434.721958705357,57.39425957517427,64.80985114924154,21.603283716413856,40,1,11573.2998046875,10779.900390625,9965.5703125,9395.009765625,9337.5498046875,8866.0,9578.6298828125
