Date,Open,High,Low,Volume,value,value_classification,Close + 1,Close + 2,Close + 3,Close + 4,Close + 5,Close + 6,Close + 7,Close + 8,Close + 9,Close + 10,Close + 11,Close + 12,Close + 13,Close + 14,Close + 15,Close + 16,Close + 17,Close + 18,Close + 19,Close + 20,Close + 21,Close + 22,Close + 23,Close + 24,Close + 25,Close + 26,Close + 27,Close + 28,Close + 29,Close + 30,MA_13,MA_21,RSI_3,%K,%D,Close
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,5991139840,41,1,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,8129.97021484375,10225.81768329327,10233.339564732143,64.99665100238349,46.145919123843925,52.84763381889425,9194.849609375
2018-03-14,9214.650390625,9355.849609375,8068.58984375,6438230016,40,1,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,8926.5703125,10019.572265625,10118.073335193452,0.0,0.0,31.2443501024804,8269.8095703125
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,6834429952,32,1,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,8598.3095703125,9805.299954927885,10036.923828125,3.2131647186510293,2.372425072673985,16.1727813988393,8300.8603515625
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,5289379840,33,1,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9494.6298828125,9562.88837139423,9943.459542410714,6.898290391635356,7.32805155373278,3.233492208802255,8338.349609375
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,4426149888,31,1,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,10166.400390625,9286.294546274039,9853.164760044643,13.987484305558326,0.0,3.233492208802255,7916.8798828125
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,6639190016,29,1,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,10233.900390625,9028.631460336539,9784.543294270834,44.96051072707958,72.7928449783936,26.706965510708795,8223.6796875
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,6729110016,29,1,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,11112.7001953125,8863.304537259615,9701.874255952382,62.8739614928696,100.0,57.597614992797865,8630.650390625
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,6361789952,37,1,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,10551.7998046875,8782.37372295673,9615.582356770834,100.0,100.0,90.9309483261312,8913.4697265625
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,6043129856,36,1,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,11225.2998046875,8746.548377403846,9545.64806547619,100.0,100.0,100.0,8929.2802734375
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,5530390016,36,1,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,11403.7001953125,8699.696063701924,9439.813290550595,59.792893218386986,71.54047900793734,90.51349300264577,8728.4697265625
2018-03-23,8736.25,8879.6201171875,8360.6201171875,5954120192,28,1,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,10690.400390625,8700.743765024039,9334.728515625,45.39801061078391,83.37066746894182,84.97038215895972,8879.6201171875
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,5664600064,32,1,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,10005.0,8630.704552283654,9200.36755952381,26.82535390929384,0.0,51.63704882562638,8668.1201171875
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,4569880064,30,1,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,10301.099609375,8576.13994891827,9056.709495907739,28.252925177518563,0.0,27.790222489647274,8495.7802734375
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,5921039872,31,1,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,9813.0703125,8500.336162860576,8896.52380952381,0.0,0.0,0.0,8209.400390625
2018-03-27,8200.0,8232.7802734375,7797.27978515625,5378250240,24,2,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,9664.73046875,8466.738506610576,8756.19712611607,0.0,0.0,0.0,7833.0400390625
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,4935289856,24,2,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,10366.7001953125,8440.093862680289,8660.430919828868,15.486229460629218,14.542310921716433,4.847436973905478,7954.47998046875
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,6361229824,18,2,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,10725.599609375,8349.890061598559,8554.27332124256,9.438972627590402,0.0,4.847436973905478,7165.7001953125
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6289509888,12,2,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,10397.900390625,8270.939302884615,8437.748093377977,10.244639059455054,0.0,4.847436973905478,6890.52001953125
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,4553269760,16,2,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,10951.0,8174.77392578125,8347.630464099702,7.2373109509858295,7.801963294921041,2.600654431640347,6973.52978515625
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,4532100096,16,2,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,11086.400390625,8037.356971153846,8217.420944940477,17.028002391877223,0.0,2.600654431640347,6844.22998046875
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,4333440000,11,2,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,11489.7001953125,7896.613131009615,8116.405691964285,71.38621361090671,74.52317918012793,27.441714158349654,7083.7998046875
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,5499700224,22,2,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,11512.599609375,7783.292330228365,8033.608561197917,82.55486397318464,100.0,58.17439306004264,7456.10986328125
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,4936000000,22,2,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,11573.2998046875,7639.0900315504805,7966.181431361607,50.39574451485353,1.57054734943701,58.697908843188316,6853.83984375
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,5639320064,17,2,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,10779.900390625,7480.001577524038,7895.258091517857,36.61046913328913,0.0,33.856849116479005,6811.47021484375
2018-04-06,6815.9599609375,6857.490234375,6575.0,3766810112,19,2,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,9965.5703125,7323.709247295673,7814.209054129465,0.0,0.0,0.5235157831456699,6636.31982421875
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,3976610048,20,2,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,9395.009765625,7201.809983473558,7766.314290364583,55.814661628033846,33.51712102350902,11.172373674503007,6911.08984375
2018-04-08,6919.97998046875,7111.56005859375,6919.97998046875,3652499968,17,2,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,9337.5498046875,7110.588416466346,7709.163829985119,68.85387958954375,100.0,44.50570700783634,7023.52001953125
2018-04-09,7044.31982421875,7178.10986328125,6661.990234375,4894060032,21,2,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,8866.0,7028.8722581129805,7620.59619140625,60.50095368886854,34.71334928989919,56.07682343780274,6770.72998046875
2018-04-10,6795.43994140625,6872.41015625,6704.14990234375,4272750080,18,2,6770.72998046875,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,9578.6298828125,6942.7399338942305,7521.610002790178,41.10890179091438,51.24995901566989,61.9877694351897,6834.759765625
2018-04-11,6843.47021484375,6968.31982421875,6817.58984375,4641889792,20,2,6834.759765625,6770.72998046875,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,9205.1201171875,6927.5568284254805,7428.2309337797615,43.871818278406465,78.16361929559564,54.7089758670549,6968.31982421875
2018-04-12,6955.3798828125,7899.22998046875,6806.509765625,8906250240,18,2,6968.31982421875,6834.759765625,6770.72998046875,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,9194.849609375,7004.382211538462,7388.2680896577385,100.0,100.0,76.47119277042184,7889.25
2018-04-13,7901.08984375,8183.9599609375,7758.93017578125,7764460032,23,2,7889.25,6968.31982421875,6834.759765625,6770.72998046875,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,8269.8095703125,7075.33837890625,7341.427129836309,100.0,100.0,92.7212064318652,7895.9599609375
2018-04-17,8071.66015625,8285.9599609375,7881.72021484375,6900879872,26,1,7895.9599609375,7889.25,6968.31982421875,6834.759765625,6770.72998046875,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,8300.8603515625,7156.7122145432695,7304.949497767857,100.0,100.0,100.0,7902.08984375
2018-04-18,7944.43017578125,8197.7998046875,7886.009765625,6529909760,24,2,7902.08984375,7895.9599609375,7889.25,6968.31982421875,6834.759765625,6770.72998046875,7023.52001953125,6911.08984375,6636.31982421875,6811.47021484375,6853.83984375,7456.10986328125,7083.7998046875,6844.22998046875,6973.52978515625,6890.52001953125,7165.7001953125,7954.47998046875,7833.0400390625,8209.400390625,8495.7802734375,8668.1201171875,8879.6201171875,8728.4697265625,8929.2802734375,8913.4697265625,8630.650390625,8223.6796875,7916.8798828125,8338.349609375,7239.759915865385,7289.122814360119,100.0,100.0,100.0,8163.419921875
